6193, 10000
6182, 6886
9252, 8219
4619, 10000
5330, 5888
10000, 6356
8175, 5865
9677, 4999
5869, 6180
5240, 5010
4616, 8812
10000, 5824
7338, 5655
5650, 6327
6431, 7641
5512, 7986
6164, 6310
5581, 7423
9229, 9801
5012, 6714
7349, 8686
9715, 5213
9737, 10000
5059, 8102
8172, 8634
9083, 8022
9492, 8768
7843, 9248
9808, 9349
8570, 5743
9299, 8209
5970, 5581
5080, 10000
6794, 4955
7647, 9424
8749, 5394
6179, 5884
8006, 6458
9592, 7572
7244, 6496
7856, 8785
8545, 5004
5743, 5714
9688, 6031
7618, 7940
9604, 5323
6641, 5428
10000, 9529
9553, 9736
7559, 4633
9048, 6605
9823, 8127
7459, 9280
6765, 6352
6979, 9410
9146, 9768
6135, 8675
9908, 7433
6257, 7784
8952, 8798
6570, 7311
10000, 9848
10000, 10000
7349, 5750
7751, 10000
8230, 10000
6989, 8012
6131, 5756
7316, 7876
5515, 10000
5848, 9762
9111, 7986
7587, 8084
7339, 5896
4835, 8137
10000, 7830
9092, 7203
5395, 4970
8046, 9631
5351, 5853
6187, 7283
6431, 7331
8246, 9563
6927, 4857
6068, 7519
8500, 5167
9552, 8968
7238, 9627
7998, 5645
10000, 9967
9887, 8685
10000, 8219
9787, 7245
8413, 5039
5566, 7279
8880, 9464
6944, 8636
8607, 9335
10000, 8275
7873, 9820
8469, 9524
7046, 7008
5253, 7279
6582, 5424
7274, 7456
7396, 6081
8685, 7824
5275, 8985
6125, 10000
7569, 4755
4917, 9304
4614, 6338
5116, 6444
8474, 4509
7767, 7371
5325, 5297
10000, 9472
6016, 9624
7646, 5515
4912, 6324
5228, 8969
7848, 7636
7308, 6693
5175, 4723
7965, 9858
10000, 10000
7004, 9448
7467, 8658
7286, 9836
5622, 8425
8579, 9284
6071, 10000
9573, 8500
9604, 6133
6643, 6652
6187, 5010
8632, 4884
8351, 4904
7940, 9113
8266, 9071
10000, 6500
6826, 7256
7414, 6168
9468, 10000
10000, 5960
9892, 8136
8452, 7224
5095, 9309
10000, 8678
5228, 9764
5865, 10000
8992, 6548
5198, 8646
6780, 0
2716, 5466
7565, 145
6544, 0
6976, 2428
6583, 5225
3823, 2051
4081, 4542
5419, 5060
3574, 3789
2249, 346
2673, 2262
6533, 5011
4165, 5054
2770, 5264
5962, 5029
6363, 641
3984, 1310
3077, 223
2235, 0
2388, 4127
5037, 3708
6858, 4154
3848, 1548
6719, 4249
4814, 3915
5374, 1073
5278, 1328
3252, 1417
5981, 3734
6673, 1526
4122, 3244
6530, 401
4150, 4285
6859, 1539
3329, 0
3358, 0
4482, 1173
6542, 1719
4017, 1560
3331, 4787
6344, 3213
6261, 1119
3358, 0
7115, 842
6637, 5232
6854, 1876
5177, 2332
4128, 2324
4180, 1494
6892, 2458
2137, 1538
5472, 2990
7449, 3177
4832, 618
5579, 1104
7971, 3527
5031, 0
6164, 1469
4593, 3929
7569, 1408
6300, 0
5818, 3030
6138, 4756
5823, 2135
6042, 1070
3906, 2060
2760, 4915
5445, 2891
2899, 2465
6455, 3143
4947, 5451
3719, 4968
2280, 3350
5266, 372
3887, 752
5266, 5447
2666, 814
6188, 4320
2671, 2398
3969, 0
6156, 2121
5122, 3727
7124, 100
7585, 5368
6699, 565
6777, 1636
5900, 1949
7524, 1843
2523, 1363
4393, 818
5117, 4211
4593, 3097
3968, 3262
7197, 5484
3753, 4642
7932, 4170
4296, 1690
7240, 492
4261, 2212
4286, 1692
7175, 748
6202, 2554
4878, 4098
6143, 3533
5644, 1497
6432, 4416
7145, 3187
7376, 1651
4055, 3518
6720, 2610
7986, 1470
3276, 0
7811, 5265
4766, 2126
2302, 702
2638, 5067
2055, 5242
6821, 5288
2525, 4908
6569, 1535
6123, 0
4125, 754
5287, 422
2364, 0
6621, 1704
7431, 2097
6978, 620
7126, 2568
7122, 450
3646, 1836
2918, 4873
4797, 1743
7870, 2145
3531, 1357
5345, 4112
3906, 5254
5086, 1365
7311, 2412
7750, 4737
6580, 2353
4075, 4410
2713, 5496
3062, 2728
3976, 3219
3296, 2728
7350, 1871
2125, 2391
6632, 3256
5596, 3725
5283, 0
3603, 2174
2066, 1455
2232, 293
4156, 1334
3169, 1616
4158, 5279
6206, 3606
3493, 2825
6718, 5461
6007, 2419
4472, 2097
4660, 2705
7637, 4307
4739, 314
7401, 0
3761, 1849
5514, 0
3975, 1943
4362, 1765
2876, 1688
5812, 2505
5448, 2781
3312, 484
3460, 1139
4709, 327
4324, 2230
3733, 3031
3605, 3951
7622, 4943
4563, 2435
5421, 3376
5517, 5459
4397, 0
7726, 2677
5735, 2556
4870, 103
3160, 2949
6854, 4609
2242, 3646
4590, 3033
3063, 2867
6324, 2868
4595, 3297
2919, 5026
7342, 1292
2005, 2361
2467, 5232
7851, 2976
6170, 2917
